"RUT","Nemotecnico","Nombre","Tipo.de.Activo","Tipo de Activo"
"8475","CFMBICBMEF","FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES","Renta Variable",NA
"8475","CFMBICBMEB","FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES","Renta Variable",NA
"8924","CFMBICMUAI","FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE","Renta Variable",NA
"8924","CFMBICMUAA","FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE","Renta Variable",NA
"8924","CFMBICMUAC","FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE","Renta Variable",NA
"8924","CFMBICMUAD","FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE","Renta Variable",NA
"8924","CFMBICMUAF","FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE","Renta Variable",NA
"8924","CFMBICMUAE","FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE","Renta Variable",NA
"8924","CFMBICMUAB","FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE","Renta Variable",NA
"8183","CFMBICBNAD","FONDO MUTUO BICE ACCIONES NORTEAMERICA","Renta Variable",NA
"8183","CFMBICBNAG","FONDO MUTUO BICE ACCIONES NORTEAMERICA","Renta Variable",NA
"8183","CFMBICBNAC","FONDO MUTUO BICE ACCIONES NORTEAMERICA","Renta Variable",NA
"8183","CFMBICBNAA","FONDO MUTUO BICE ACCIONES NORTEAMERICA","Renta Variable",NA
"8183","CFMBICBNAI","FONDO MUTUO BICE ACCIONES NORTEAMERICA","Renta Variable",NA
"8183","CFMBICBNAF","FONDO MUTUO BICE ACCIONES NORTEAMERICA","Renta Variable",NA
"8183","CFMBICBNAB","FONDO MUTUO BICE ACCIONES NORTEAMERICA","Renta Variable",NA
"8785","CFMBICDINA","FONDO MUTUO BICE AGRESIVO","Balanceados",NA
"8785","CFMBICDINI","FONDO MUTUO BICE AGRESIVO","Balanceados",NA
"8785","CFMBICDIND","FONDO MUTUO BICE AGRESIVO","Balanceados",NA
"8785","CFMBICDCOG","FONDO MUTUO BICE AGRESIVO","Balanceados",NA
"8785","CFMBICDINC","FONDO MUTUO BICE AGRESIVO","Balanceados",NA
"8785","CFMBICDINF","FONDO MUTUO BICE AGRESIVO","Balanceados",NA
"8785","CFMBICDINE","FONDO MUTUO BICE AGRESIVO","Balanceados",NA
"8032","CFMBICTGRI","FONDO MUTUO BICE BALANCEADO","Balanceados",NA
"8032","CFMBICTRGA","FONDO MUTUO BICE BALANCEADO","Balanceados",NA
"8032","CFMBICTRGD","FONDO MUTUO BICE BALANCEADO","Balanceados",NA
"8032","CFMBICTETG","FONDO MUTUO BICE BALANCEADO","Balanceados",NA
"8032","CFMBICTGRC","FONDO MUTUO BICE BALANCEADO","Balanceados",NA
"8032","CFMBICTGRF","FONDO MUTUO BICE BALANCEADO","Balanceados",NA
"8032","CFMBICTRGE","FONDO MUTUO BICE BALANCEADO","Balanceados",NA
"8750","CFM-BICXDI","FONDO MUTUO BICE BONOS LATAM","Renta Fija",NA
"8750","CFMBICEXDO","FONDO MUTUO BICE BONOS LATAM","Renta Fija",NA
"8750","CFMBICEXDC","FONDO MUTUO BICE BONOS LATAM","Renta Fija",NA
"8295","CFMBICMSTI","FONDO MUTUO BICE CONSERVADOR","Balanceados",NA
"8295","CFMBICMSTA","FONDO MUTUO BICE CONSERVADOR","Balanceados",NA
"8295","CFMBICMSTC","FONDO MUTUO BICE CONSERVADOR","Balanceados",NA
"8295","CFMBICMSTD","FONDO MUTUO BICE CONSERVADOR","Balanceados",NA
"8295","CFMBICMERG","FONDO MUTUO BICE CONSERVADOR","Balanceados",NA
"8295","CFMBICMSTF","FONDO MUTUO BICE CONSERVADOR","Balanceados",NA
"8295","CFMBICMSTE","FONDO MUTUO BICE CONSERVADOR","Balanceados",NA
"10049","CFMBICSAUD","FONDO MUTUO BICE DIGITAL AGRESIVO","Balanceados",NA
"10048","CFMBICSENT","FONDO MUTUO BICE DIGITAL BALANCEADO","Balanceados",NA
"10050","CFMBICSPRU","FONDO MUTUO BICE DIGITAL CONSERVADOR","Balanceados",NA
"8506","CFMBICMDOI","FONDO MUTUO BICE LIQUIDEZ DÓLAR","Money Market",NA
"8506","CFMBICMDOL","FONDO MUTUO BICE LIQUIDEZ DÓLAR","Money Market",NA
"8506","CFMBICMDOC","FONDO MUTUO BICE LIQUIDEZ DÓLAR","Money Market",NA
"8506","CFMBICLIQB","FONDO MUTUO BICE LIQUIDEZ DÓLAR","Money Market",NA
"8063","CFMBICLIQX","FONDO MUTUO BICE LIQUIDEZ PESOS","Money Market",NA
"8063","CFMBICEIND","FONDO MUTUO BICE LIQUIDEZ PESOS","Money Market",NA
"8063","CFMBICINDD","FONDO MUTUO BICE LIQUIDEZ PESOS","Money Market",NA
"8063","CFMBICBEXG","FONDO MUTUO BICE LIQUIDEZ PESOS","Money Market",NA
"8063","CFMBICINDF","FONDO MUTUO BICE LIQUIDEZ PESOS","Money Market",NA
"8063","CFMBICINDB","FONDO MUTUO BICE LIQUIDEZ PESOS","Money Market",NA
"8902","CFMBICVLRI","FONDO MUTUO BICE RENTA CORTO PLAZO","Renta Fija",NA
"8902","CFMBICVLRC","FONDO MUTUO BICE RENTA CORTO PLAZO","Renta Fija",NA
"8902","CFMBICVLRA","FONDO MUTUO BICE RENTA CORTO PLAZO","Renta Fija",NA
"8902","CFMBICVLRF","FONDO MUTUO BICE RENTA CORTO PLAZO","Renta Fija",NA
"8902","CFMBICVLRD","FONDO MUTUO BICE RENTA CORTO PLAZO","Renta Fija",NA
"8902","CFMBICVLRE","FONDO MUTUO BICE RENTA CORTO PLAZO","Renta Fija",NA
"8902","CFMBICVLRB","FONDO MUTUO BICE RENTA CORTO PLAZO","Renta Fija",NA
"10125","CFMBICRGDI","FONDO MUTUO BICE RENTA GLOBAL AHORRO","Renta Fija",NA
"10125","CFMBICRGDC","FONDO MUTUO BICE RENTA GLOBAL AHORRO","Renta Fija",NA
"9843","CFMBICERGI","FONDO MUTUO BICE RENTA GLOBAL DÓLAR","Renta Fija",NA
"9843","CFMBICRGDA","FONDO MUTUO BICE RENTA GLOBAL DÓLAR","Renta Fija",NA
"9843","CFMBICERGC","FONDO MUTUO BICE RENTA GLOBAL DÓLAR","Renta Fija",NA
"9238","CFMBICELPI","FONDO MUTUO BICE RENTA LARGO PLAZO","Renta Fija",NA
"9238","CFMBICELPC","FONDO MUTUO BICE RENTA LARGO PLAZO","Renta Fija",NA
"9238","CFMBICELPA","FONDO MUTUO BICE RENTA LARGO PLAZO","Renta Fija",NA
"9238","CFMBICELPD","FONDO MUTUO BICE RENTA LARGO PLAZO","Renta Fija",NA
"9238","CFMBICELPG","FONDO MUTUO BICE RENTA LARGO PLAZO","Renta Fija",NA
"9238","CFMBICELPF","FONDO MUTUO BICE RENTA LARGO PLAZO","Renta Fija",NA
"9238","CFMBICELPB","FONDO MUTUO BICE RENTA LARGO PLAZO","Renta Fija",NA
"8029","CFMBICBNFI","FONDO MUTUO BICE RENTA PESOS","Renta Fija",NA
"8029","CFMBICBNFC","FONDO MUTUO BICE RENTA PESOS","Renta Fija",NA
"8029","CFMBICBEFC","FONDO MUTUO BICE RENTA PESOS","Renta Fija",NA
"8029","CFMBICBNFF","FONDO MUTUO BICE RENTA PESOS","Renta Fija",NA
"8029","CFMBICBNFE","FONDO MUTUO BICE RENTA PESOS","Renta Fija",NA
"8029","CFMBICBNFB","FONDO MUTUO BICE RENTA PESOS","Renta Fija",NA
"8141","CFMBICRUFI","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"8141","CFMBICEXTC","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"8141","CFMBICEXTA","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"8141","CFMBICEXTD","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"8141","CFMBICBRAG","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"8141","CFMBICEXTF","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"8141","CFMBICEXTE","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"8141","CFMBICEXTB","FONDO MUTUO BICE RENTA UF","Renta Fija",NA
"10009","CFMBICTGLA","FONDO MUTUO BICE TEMÁTICO GLOBAL","Renta Variable",NA
"10009","CFMBICTGLC","FONDO MUTUO BICE TEMÁTICO GLOBAL","Renta Variable",NA
"10009","CFMBICTGLI","FONDO MUTUO BICE TEMÁTICO GLOBAL","Renta Variable",NA
"10009","CFMBICTGLF","FONDO MUTUO BICE TEMÁTICO GLOBAL","Renta Variable",NA
"8100","CFMBICEMGI","FONDO MUTUO BICE TESORERIA","Money Market",NA
"8100","CFMBICEMGX","FONDO MUTUO BICE TESORERIA","Money Market",NA
"8100","CFMBICEMGA","FONDO MUTUO BICE TESORERIA","Money Market",NA
"8206","CFMCFNAEMB","FONDO MUTUO BTG PACTUAL ACCIONES LATINOAMERICANAS","Renta Variable",NA
"8206","CFMBTGACLD","FONDO MUTUO BTG PACTUAL ACCIONES LATINOAMERICANAS","Renta Variable",NA
"8206","CFMBTGACLI","FONDO MUTUO BTG PACTUAL ACCIONES LATINOAMERICANAS","Renta Variable",NA
"8206","CFMBTGACLX","FONDO MUTUO BTG PACTUAL ACCIONES LATINOAMERICANAS","Renta Variable",NA
"8205","CFMCFNAINB","FONDO MUTUO BTG PACTUAL ACCIONES USA","Renta Variable",NA
"8205","CFMBTGAUSF","FONDO MUTUO BTG PACTUAL ACCIONES USA","Renta Variable",NA
"8205","CFMCFNAINI","FONDO MUTUO BTG PACTUAL ACCIONES USA","Renta Variable",NA
"8205","CFMBTGACDC","FONDO MUTUO BTG PACTUAL ACCIONES USA","Renta Variable",NA
"8207","CFMCFNREMA","FONDO MUTUO BTG PACTUAL AHORRO LATINOAMERICANO DÓLAR","Renta Fija",NA
"8207","CFMCFNREMB","FONDO MUTUO BTG PACTUAL AHORRO LATINOAMERICANO DÓLAR","Renta Fija",NA
"8207","CFMCFNREMI","FONDO MUTUO BTG PACTUAL AHORRO LATINOAMERICANO DÓLAR","Renta Fija",NA
"8575","CFMCFNRETA","FONDO MUTUO BTG PACTUAL BRASIL","Renta Variable",NA
"8575","CFMCFNRETC","FONDO MUTUO BTG PACTUAL BRASIL","Renta Variable",NA
"8575","CFMCFNRETB","FONDO MUTUO BTG PACTUAL BRASIL","Renta Variable",NA
"8575","CFMCFNRETI","FONDO MUTUO BTG PACTUAL BRASIL","Renta Variable",NA
"8898","CFMCHAF","FONDO MUTUO BTG PACTUAL CHILE ACCIÓN","Renta Variable",NA
"8898","CFMCFNCLAB","FONDO MUTUO BTG PACTUAL CHILE ACCIÓN","Renta Variable",NA
"9006","CFMCFNGACA","FONDO MUTUO BTG PACTUAL GESTION ACTIVA","Balanceados",NA
"9006","CFMCFNGADG","FONDO MUTUO BTG PACTUAL GESTION ACTIVA","Balanceados",NA
"9006","CFMCFNGACI","FONDO MUTUO BTG PACTUAL GESTION ACTIVA","Balanceados",NA
"9006","CFMCFNGACB","FONDO MUTUO BTG PACTUAL GESTION ACTIVA","Balanceados",NA
"9006","CFMBTGGADC","FONDO MUTUO BTG PACTUAL GESTION ACTIVA","Balanceados",NA
"9006","CFMCFNGACC","FONDO MUTUO BTG PACTUAL GESTION ACTIVA","Balanceados",NA
"9006","CFMBTGGACF","FONDO MUTUO BTG PACTUAL GESTION ACTIVA","Balanceados",NA
"9873","CFMBTGGADG","FONDO MUTUO BTG PACTUAL GESTIÓN AGRESIVA","Sin clasificación",NA
"9873","CFMBTGGAGA","FONDO MUTUO BTG PACTUAL GESTIÓN AGRESIVA","Sin clasificación",NA
"9873","CFMBTGGAGI","FONDO MUTUO BTG PACTUAL GESTIÓN AGRESIVA","Sin clasificación",NA
"9873","CFMBTGGAGB","FONDO MUTUO BTG PACTUAL GESTIÓN AGRESIVA","Sin clasificación",NA
"9873","CFMBTGFADC","FONDO MUTUO BTG PACTUAL GESTIÓN AGRESIVA","Sin clasificación",NA
"9873","CFMBTGGAGC","FONDO MUTUO BTG PACTUAL GESTIÓN AGRESIVA","Sin clasificación",NA
"9872","CFMBTGGCOA","FONDO MUTUO BTG PACTUAL GESTIÓN CONSERVADORA","Sin clasificación",NA
"9872","CFMBTGGCDG","FONDO MUTUO BTG PACTUAL GESTIÓN CONSERVADORA","Sin clasificación",NA
"9872","CFMCFNGCOI","FONDO MUTUO BTG PACTUAL GESTIÓN CONSERVADORA","Sin clasificación",NA
"9872","CFMBTGGCOB","FONDO MUTUO BTG PACTUAL GESTIÓN CONSERVADORA","Sin clasificación",NA
"9872","CFMBTGGCSD","FONDO MUTUO BTG PACTUAL GESTIÓN CONSERVADORA","Sin clasificación",NA
"9872","CFMBTGCADC","FONDO MUTUO BTG PACTUAL GESTIÓN CONSERVADORA","Sin clasificación",NA
"9005","CFMCFNGDEB","FONDO MUTUO BTG PACTUAL GLOBAL DESARROLLADO","Renta Variable",NA
"9005","CFMCFNGDEI","FONDO MUTUO BTG PACTUAL GLOBAL DESARROLLADO","Renta Variable",NA
"9005","CFMBTGGDDC","FONDO MUTUO BTG PACTUAL GLOBAL DESARROLLADO","Renta Variable",NA
"9024","CFMCFNGEMB","FONDO MUTUO BTG PACTUAL GLOBAL EMERGENTE","Renta Variable",NA
"9024","CFMCFNGEMI","FONDO MUTUO BTG PACTUAL GLOBAL EMERGENTE","Renta Variable",NA
"9024","CFMBTGGEDC","FONDO MUTUO BTG PACTUAL GLOBAL EMERGENTE","Renta Variable",NA
"10225","CFMBTGELEA","FONDO MUTUO BTG PACTUAL LITIO+","Sin clasificación",NA
"10225","CFMBTGEMI","FONDO MUTUO BTG PACTUAL LITIO+","Sin clasificación",NA
"8202","CFMCFNMMKA","FONDO MUTUO BTG PACTUAL MONEY MARKET","Money Market",NA
"8202","CFMBTGMOMF","FONDO MUTUO BTG PACTUAL MONEY MARKET","Money Market",NA
"8202","CFMCFNMMKI","FONDO MUTUO BTG PACTUAL MONEY MARKET","Money Market",NA
"8202","CFMBTGMMBT","FONDO MUTUO BTG PACTUAL MONEY MARKET","Money Market",NA
"8202","CFMBTGMMKD","FONDO MUTUO BTG PACTUAL MONEY MARKET","Money Market",NA
"8618","CFMCFNRINA","FONDO MUTUO BTG PACTUAL MONEY MARKET DOLAR","Money Market",NA
"8618","CFMBTGMMDF","FONDO MUTUO BTG PACTUAL MONEY MARKET DOLAR","Money Market",NA
"8618","CFMCFNRINI","FONDO MUTUO BTG PACTUAL MONEY MARKET DOLAR","Money Market",NA
"8618","CFMCFNRINB","FONDO MUTUO BTG PACTUAL MONEY MARKET DOLAR","Money Market",NA
"8932","CFMCFNREPI","FONDO MUTUO BTG PACTUAL RENTA A PLAZO","Renta Fija",NA
"8932","CFMCFNREPA","FONDO MUTUO BTG PACTUAL RENTA A PLAZO","Renta Fija",NA
"8932","CFMCFNREPB","FONDO MUTUO BTG PACTUAL RENTA A PLAZO","Renta Fija",NA
"8932","CFMBTGRPBT","FONDO MUTUO BTG PACTUAL RENTA A PLAZO","Renta Fija",NA
"8932","CFMBTGRPLD","FONDO MUTUO BTG PACTUAL RENTA A PLAZO","Renta Fija",NA
"8950","CFMCFNRACA","FONDO MUTUO BTG PACTUAL RENTA ACTIVA","Renta Fija",NA
"8950","CFMCFNRACI","FONDO MUTUO BTG PACTUAL RENTA ACTIVA","Renta Fija",NA
"8950","CFMCFNRACB","FONDO MUTUO BTG PACTUAL RENTA ACTIVA","Renta Fija",NA
"8950","CFMCFNRACC","FONDO MUTUO BTG PACTUAL RENTA ACTIVA","Renta Fija",NA
"8950","CFMBTGRACF","FONDO MUTUO BTG PACTUAL RENTA ACTIVA","Renta Fija",NA
"8203","CFMCFNRCHI","FONDO MUTUO BTG PACTUAL RENTA CHILENA","Renta Fija",NA
"8203","CFMCFNRCHA","FONDO MUTUO BTG PACTUAL RENTA CHILENA","Renta Fija",NA
"8203","CFMBTGRADC","FONDO MUTUO BTG PACTUAL RENTA CHILENA","Renta Fija",NA
"8203","CFMCFNRCHB","FONDO MUTUO BTG PACTUAL RENTA CHILENA","Renta Fija",NA
"8203","CFMBTGRCBT","FONDO MUTUO BTG PACTUAL RENTA CHILENA","Renta Fija",NA
"8203","CFMBTGRCHD","FONDO MUTUO BTG PACTUAL RENTA CHILENA","Renta Fija",NA
"9209","CFMBTGRINA","FONDO MUTUO BTG PACTUAL RENTA INTERNACIONAL","Renta Fija",NA
"9209","CFMBTGRINI","FONDO MUTUO BTG PACTUAL RENTA INTERNACIONAL","Renta Fija",NA
"9209","CFMBTGRINB","FONDO MUTUO BTG PACTUAL RENTA INTERNACIONAL","Renta Fija",NA
"9209","CFMBTGRIDC","FONDO MUTUO BTG PACTUAL RENTA INTERNACIONAL","Renta Fija",NA
"9209","CFMBTGRINC","FONDO MUTUO BTG PACTUAL RENTA INTERNACIONAL","Renta Fija",NA
"9209","CFMBTGRINF","FONDO MUTUO BTG PACTUAL RENTA INTERNACIONAL","Renta Fija",NA
"8897","CFMCFNRLOI","FONDO MUTUO BTG PACTUAL RENTA LOCAL","Renta Fija",NA
"8897","CFMCFNRLOA","FONDO MUTUO BTG PACTUAL RENTA LOCAL","Renta Fija",NA
"8897","CFMCFNRLOB","FONDO MUTUO BTG PACTUAL RENTA LOCAL","Renta Fija",NA
"8897","CFMBTGRLBG","FONDO MUTUO BTG PACTUAL RENTA LOCAL","Renta Fija",NA
"8897","CFMBTGRLOD","FONDO MUTUO BTG PACTUAL RENTA LOCAL","Renta Fija",NA
"8358","CFMCFNRNOA","FONDO MUTUO BTG PACTUAL RENTA NOMINAL","Renta Fija",NA
"8358","CFMCFNRNOI","FONDO MUTUO BTG PACTUAL RENTA NOMINAL","Renta Fija",NA
"8358","CFMCFNRNOB","FONDO MUTUO BTG PACTUAL RENTA NOMINAL","Renta Fija",NA
"8358","CFMBTGRNBT","FONDO MUTUO BTG PACTUAL RENTA NOMINAL","Renta Fija",NA
"8358","CFMBTGRNOD","FONDO MUTUO BTG PACTUAL RENTA NOMINAL","Renta Fija",NA
"9362","CFMCGACHD","FONDO MUTUO COMPASS ACCIONES CHILENAS","Renta Variable",NA
"9362","CFMCGACHA","FONDO MUTUO COMPASS ACCIONES CHILENAS","Renta Variable",NA
"9362","CFMCGACHH","FONDO MUTUO COMPASS ACCIONES CHILENAS","Renta Variable",NA
"9362","CFMCGACHB","FONDO MUTUO COMPASS ACCIONES CHILENAS","Renta Variable",NA
"9362","CFMCGACHC","FONDO MUTUO COMPASS ACCIONES CHILENAS","Renta Variable",NA
"8317","CFMESTCOMA","FONDO MUTUO COMPROMISO BANCOESTADO","Renta Fija",NA
"8317","CFMESTCOMF","FONDO MUTUO COMPROMISO BANCOESTADO","Renta Fija",NA
"8317","CFMESTCOMB","FONDO MUTUO COMPROMISO BANCOESTADO","Renta Fija",NA
"8317","CFMESTCOMI","FONDO MUTUO COMPROMISO BANCOESTADO","Renta Fija",NA
"8317","CFMESTCOMC","FONDO MUTUO COMPROMISO BANCOESTADO","Renta Fija",NA
"8375","CFMCNSALPL","FONDO MUTUO CONSORCIO AHORRO DINÁMICO","Renta Fija",NA
"8375","CFMCNSRLPF","FONDO MUTUO CONSORCIO AHORRO DINÁMICO","Renta Fija",NA
"8375","CFMCNSALPA","FONDO MUTUO CONSORCIO AHORRO DINÁMICO","Renta Fija",NA
"8375","CFMCNSRLPP","FONDO MUTUO CONSORCIO AHORRO DINÁMICO","Renta Fija",NA
"9428","CFMDIAGREF","FONDO MUTUO CONSORCIO DINÁMICO AGRESIVO","Balanceados",NA
"9428","CFMDIAGREA","FONDO MUTUO CONSORCIO DINÁMICO AGRESIVO","Balanceados",NA
"9428","CFMDIAGREP","FONDO MUTUO CONSORCIO DINÁMICO AGRESIVO","Balanceados",NA
"9429","CFMDIBALAF","FONDO MUTUO CONSORCIO DINÁMICO BALANCEADO","Balanceados",NA
"9429","CFMDIBALAA","FONDO MUTUO CONSORCIO DINÁMICO BALANCEADO","Balanceados",NA
"9429","CFMDIBALAP","FONDO MUTUO CONSORCIO DINÁMICO BALANCEADO","Balanceados",NA
"9430","CFMDICONSF","FONDO MUTUO CONSORCIO DINÁMICO CONSERVADOR","Balanceados",NA
"9430","CFMDICONSA","FONDO MUTUO CONSORCIO DINÁMICO CONSERVADOR","Balanceados",NA
"9431","CFMDICRECF","FONDO MUTUO CONSORCIO DINÁMICO CRECIMIENTO","Balanceados",NA
"9431","CFMDICRECA","FONDO MUTUO CONSORCIO DINÁMICO CRECIMIENTO","Balanceados",NA
"9431","CFMDICRECP","FONDO MUTUO CONSORCIO DINÁMICO CRECIMIENTO","Balanceados",NA
"9432","CFMDIMODEA","FONDO MUTUO CONSORCIO DINÁMICO MODERADO","Balanceados",NA
"9432","CFMDIMODEF","FONDO MUTUO CONSORCIO DINÁMICO MODERADO","Balanceados",NA
"9432","CFMDIMODEP","FONDO MUTUO CONSORCIO DINÁMICO MODERADO","Balanceados",NA
"8320","CFMESTCONA","FONDO MUTUO CONVENIENCIA BANCOESTADO","Money Market",NA
"8320","CFMESTCONB","FONDO MUTUO CONVENIENCIA BANCOESTADO","Money Market",NA
"8320","CFMESTCONC","FONDO MUTUO CONVENIENCIA BANCOESTADO","Money Market",NA
"8320","CFMESTCONI","FONDO MUTUO CONVENIENCIA BANCOESTADO","Money Market",NA
"8982","CFMCCESTRI","FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS","Renta Variable",NA
"8982","CFMCCESTRB","FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS","Renta Variable",NA
"8982","CFMCCESTRC","FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS","Renta Variable",NA
"8982","CFMCCESTRE","FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS","Renta Variable",NA
"8982","CFMCCESTRA","FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS","Renta Variable",NA
"8982","CFMCCESTRM","FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS","Renta Variable",NA
"10141","CFMCCRISRT","FONDO MUTUO CREDICORP CAPITAL DESPEGA","Sin clasificación",NA
"9056","CFMIMTDEUI","FONDO MUTUO CREDICORP CAPITAL DEUDA 360","Renta Fija",NA
"9056","CFMIMTDEUB","FONDO MUTUO CREDICORP CAPITAL DEUDA 360","Renta Fija",NA
"9056","CFMIMTDEUE","FONDO MUTUO CREDICORP CAPITAL DEUDA 360","Renta Fija",NA
"9056","CFMCCDEUTY","FONDO MUTUO CREDICORP CAPITAL DEUDA 360","Renta Fija",NA
"9056","CFMIMTDEUA","FONDO MUTUO CREDICORP CAPITAL DEUDA 360","Renta Fija",NA
"9056","CFMCCDEUAC","FONDO MUTUO CREDICORP CAPITAL DEUDA 360","Renta Fija",NA
"9056","CMFIMTDEUM","FONDO MUTUO CREDICORP CAPITAL DEUDA 360","Renta Fija",NA
"9365","CFMCCCLIGB","FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA LATAM INVESTMENT GRADE","Renta Fija",NA
"9365","CFMCCCLIGU","FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA LATAM INVESTMENT GRADE","Renta Fija",NA
"9365","CFMCCCLIGI","FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA LATAM INVESTMENT GRADE","Renta Fija",NA
"9365","CFMCCCLIGA","FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA LATAM INVESTMENT GRADE","Renta Fija",NA
"9365","CFMCCCLIIM","FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA LATAM INVESTMENT GRADE","Renta Fija",NA
"10135","CFMCCBRADT","FONDO MUTUO CREDICORP CAPITAL EQUILIBRIO","Sin clasificación",NA
"8427","CFMCCGLOAC","FONDO MUTUO CREDICORP CAPITAL GLOBALES I","Renta Variable",NA
"8427","CFMCCGLOBI","FONDO MUTUO CREDICORP CAPITAL GLOBALES I","Renta Variable",NA
"8427","CFMCCGLOBB","FONDO MUTUO CREDICORP CAPITAL GLOBALES I","Renta Variable",NA
"8427","CFMCCGLOIM","FONDO MUTUO CREDICORP CAPITAL GLOBALES I","Renta Variable",NA
"8427","CFMIMTAAGA","FONDO MUTUO CREDICORP CAPITAL GLOBALES I","Renta Variable",NA
"8427","CFMCCGLOBE","FONDO MUTUO CREDICORP CAPITAL GLOBALES I","Renta Variable",NA
"8427","CFMCCGLOCC","FONDO MUTUO CREDICORP CAPITAL GLOBALES I","Renta Variable",NA
"9623","CFICCLAI-E","FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY",NA,NA
"9623","CFICCAEB-E","FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY",NA,NA
"9623","CFICCAED-E","FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY",NA,NA
"9623","CFICCAEC-E","FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY",NA,NA
"9623","CFICCLAEAC","FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY",NA,NA
"9623","CFICCLAEIM","FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY",NA,NA
"9623","CFICCAEU-E","FONDO MUTUO CREDICORP CAPITAL LATIN AMERICAN EQUITY",NA,NA
"8401","CFMIMTLIQB","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"8401","CFMIMTLIQF","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"8401","CFMIMTLIQI","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"8401","CFMIMTLIQM","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"8401","CFMCCLIQTY","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"8401","CFMCCLIQAC","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"8401","CFMCCLIQCC","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"8401","CFMIMTLIQA","FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ","Money Market",NA
"9108","CFMCCMPLZB","FONDO MUTUO CREDICORP CAPITAL MEDIANO PLAZO","Sin clasificación",NA
"9108","CFMCCMPLZI","FONDO MUTUO CREDICORP CAPITAL MEDIANO PLAZO","Sin clasificación",NA
"9108","CFMCCMPLCC","FONDO MUTUO CREDICORP CAPITAL MEDIANO PLAZO","Sin clasificación",NA
"9108","CFMCCMPLAC","FONDO MUTUO CREDICORP CAPITAL MEDIANO PLAZO","Sin clasificación",NA
"9108","CFMCCMPLIM","FONDO MUTUO CREDICORP CAPITAL MEDIANO PLAZO","Sin clasificación",NA
"8945","CFMCCMONMI","FONDO MUTUO CREDICORP CAPITAL MONEY MARKET","Money Market",NA
"8945","CFMCCMONMB","FONDO MUTUO CREDICORP CAPITAL MONEY MARKET","Money Market",NA
"8945","CFMCCCMONF","FONDO MUTUO CREDICORP CAPITAL MONEY MARKET","Money Market",NA
"8945","CFMCCMONAC","FONDO MUTUO CREDICORP CAPITAL MONEY MARKET","Money Market",NA
"8945","CFMCCMONCC","FONDO MUTUO CREDICORP CAPITAL MONEY MARKET","Money Market",NA
"8945","CFMCCMONMM","FONDO MUTUO CREDICORP CAPITAL MONEY MARKET","Money Market",NA
"10138","CFMCCPOWPT","FONDO MUTUO CREDICORP CAPITAL PROTEGE","Sin clasificación",NA
"8421","CFMCCCRESB","FONDO MUTUO CREDICORP CAPITAL RENTA ESTRATEGICA","Renta Fija",NA
"8421","CFMCCCRESI","FONDO MUTUO CREDICORP CAPITAL RENTA ESTRATEGICA","Renta Fija",NA
